predicted,true_label,correct,prob_positive,prob_negative,prob_neutral
positive,negative,0,0.6245747524603786,0.2977623819869247,0.07766286555269665
positive,negative,0,0.723047127178825,0.0,0.276952872821175
neutral,neutral,1,0.26802030456852793,0.16243654822335027,0.5695431472081218
neutral,neutral,1,0.12469635627530365,0.1775978407557355,0.6977058029689608
neutral,neutral,1,0.2850990742962505,0.35051715646035136,0.3643837692433982
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.9756097560975611,0.0,0.02439024390243903
positive,positive,1,0.6673002401609706,0.20012015629415308,0.1325796035448764
positive,positive,1,0.4358832278573303,0.31526145411064777,0.24885531803202193
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.9272746907284531,0.04871551817232816,0.024009791099218875
positive,positive,1,0.9272746907284531,0.04871551817232816,0.024009791099218875
positive,positive,1,0.9272746907284531,0.04871551817232816,0.024009791099218875
positive,positive,1,0.7459927261386619,0.17914062034204575,0.07486665351929223
positive,positive,1,0.8991743147218432,0.02739081420896371,0.07343487106919303
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.6714471024369687,0.19977743976716775,0.12877545779586355
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.9714285714285715,0.028571428571428574,0.0
negative,positive,0,0.31336015244547955,0.5405462629684523,0.1460935845860682
positive,positive,1,0.7225595818342042,0.0,0.2774404181657958
positive,positive,1,0.8034386617100372,0.0,0.19656133828996283
positive,positive,1,0.811363438216742,0.06337845889653164,0.1252581028867264
positive,positive,1,0.8212219885711622,0.16426769809694125,0.014510313331896476
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.853293709200306,0.03362883497521743,0.11307745582447663
negative,negative,1,0.09045444661883018,0.6642748423570342,0.2452707110241357
negative,negative,1,0.09860834990059641,0.7288270377733599,0.17256461232604373
positive,positive,1,0.8212219885711622,0.16426769809694125,0.014510313331896476
negative,positive,0,0.35742322789194186,0.4142230431770954,0.22835372893096284
positive,positive,1,0.8498402555910544,0.0,0.15015974440894567
positive,positive,1,0.8039687607446339,0.11876811238273001,0.07726312687263617
positive,neutral,0,0.5429864253393666,0.04872955099199444,0.4082840236686391
positive,positive,1,0.8042874248712493,0.049721573140817724,0.14599100198793288
neutral,positive,0,0.35415641908509593,0.06886374815543532,0.5769798327594687
positive,positive,1,0.8253068932955618,0.044381491973559964,0.13031161473087818
positive,positive,1,0.9250709475200137,0.058960565885890985,0.015968486594095475
positive,neutral,0,0.6368946674203882,0.061805162992274364,0.30130016958733746
positive,neutral,0,0.7755194104845863,0.0582978586972881,0.1661827308181256
positive,neutral,0,0.7012607599339188,0.1340405182158073,0.16469872185027387
positive,neutral,0,0.8065588300465323,0.06381564369598937,0.1296255262574784
positive,neutral,0,0.715140792373234,0.12781272323110263,0.15704648439566332
positive,negative,0,0.6714471024369687,0.19977743976716775,0.12877545779586355
positive,negative,0,0.6245747524603786,0.2977623819869247,0.07766286555269665
negative,negative,1,0.33033062662180696,0.5698203309226171,0.09984904245557605
neutral,negative,0,0.30697817556997414,0.09855615110404432,0.5944656733259815
positive,negative,0,0.5952544232615553,0.3443972020298998,0.06034837470854477
negative,negative,1,0.28513394396964703,0.6875407197332618,0.027325336297091177
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.773399319517476,0.0785029384472626,0.14809774203526135
positive,positive,1,0.897040410396425,0.027970521421029612,0.07498906818254535
positive,positive,1,0.6827982520262303,0.2515833675707113,0.06561838040305842
negative,negative,1,0.12127337038908541,0.6412329459322891,0.23749368367862558
neutral,neutral,1,0.2850990742962505,0.35051715646035136,0.3643837692433982
positive,neutral,0,0.8816744729242675,0.04631985455580391,0.07200567251992865
negative,positive,0,0.09860834990059641,0.7288270377733599,0.17256461232604373
positive,positive,1,0.9280504695493448,0.048195857718142304,0.023753672732512995
positive,neutral,0,0.6714471024369687,0.19977743976716775,0.12877545779586355
negative,negative,1,0.1073231716112901,0.7932394095302208,0.0994374188584892
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
positive,negative,0,0.6598946315534167,0.26974899876574626,0.07035636968083704
negative,negative,1,0.2578161096565532,0.6595102417988604,0.08267364854458648
negative,positive,0,0.2692833588031851,0.6493203571141318,0.08139628408268318
negative,negative,1,0.09860834990059641,0.7288270377733599,0.17256461232604373
negative,positive,0,0.04209119759478871,0.5436779689326875,0.41423083347252376
negative,negative,1,0.05732484076433121,0.7452229299363058,0.19745222929936307
positive,positive,1,0.9177434604475262,0.05849353923731485,0.02376300031515916
positive,positive,1,0.9250709475200137,0.058960565885890985,0.015968486594095475
positive,positive,1,0.7459927261386619,0.17914062034204575,0.07486665351929223
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.853896476529324,0.0640422357396993,0.0820612877309767
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.9002175912222391,0.027107392452770506,0.07267501632499046
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.9368635437881874,0.047522063815342845,0.01561439239646979
positive,positive,1,0.5713694234551289,0.045703184094654965,0.3829273924502162
positive,positive,1,0.7353687722097324,0.07136122996591486,0.19326999782435275
positive,positive,1,0.7362333980002985,0.04753021937024325,0.21623638262945832
positive,positive,1,0.6892123287671234,0.04494863013698631,0.2658390410958904
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.8211252233824231,0.04544386216770872,0.13343091444986815
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.8387015433449276,0.08069743468039188,0.08060102197468054
positive,positive,1,0.8250150075492519,0.10601696611022514,0.06896802634052279
neutral,neutral,1,0.04665766770350372,0.18193555959856797,0.7714067726979282
neutral,neutral,1,0.2610476027981573,0.03122334072683842,0.7077290564750042
negative,negative,1,0.1023247774608936,0.7514475844784375,0.14622763806066894
neutral,neutral,1,0.10475508930066842,0.3721241835041186,0.5231207271952129
positive,neutral,0,0.7208171206225681,0.08973735408560311,0.1894455252918288
negative,negative,1,0.0,0.9231071609715252,0.07689283902847477
negative,negative,1,0.0,0.9269102990033222,0.07308970099667773
negative,neutral,0,0.31336015244547955,0.5405462629684523,0.1460935845860682
positive,neutral,0,0.38345236991002685,0.2773397644003339,0.3392078656896392
neutral,neutral,1,0.2850990742962505,0.35051715646035136,0.3643837692433982
positive,positive,1,0.6928169586263973,0.03005625792304373,0.2771267834505589
negative,negative,1,0.12441679626749612,0.6578538102643857,0.2177293934681182
negative,negative,1,0.3428571428571428,0.4928571428571428,0.16428571428571428
negative,negative,1,0.34438627108784176,0.49505526468877253,0.16055846422338568
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.9250709475200137,0.058960565885890985,0.015968486594095475
neutral,neutral,1,0.08990318118948823,0.06500691562932227,0.8450899031811895
positive,positive,1,0.6525738813263876,0.19416204016242306,0.15326407851118923
positive,positive,1,0.9756097560975611,0.0,0.02439024390243903
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.9756097560975611,0.0,0.02439024390243903
positive,positive,1,0.9272746907284531,0.04871551817232816,0.024009791099218875
positive,positive,1,0.9250709475200137,0.058960565885890985,0.015968486594095475
neutral,positive,0,0.08992347190348973,0.06479589220370661,0.8452806358928036
negative,neutral,0,0.2578161096565532,0.6595102417988604,0.08267364854458648
negative,negative,1,0.09907120743034055,0.7275541795665634,0.17337461300309598
positive,positive,1,0.9252173913043478,0.07478260869565218,0.0
positive,positive,1,0.9252173913043478,0.07478260869565218,0.0
positive,positive,1,0.9269102990033222,0.0,0.07308970099667773
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
negative,negative,1,0.1014211225846028,0.7496166036192619,0.14896227379613536
negative,neutral,0,0.0886426592797784,0.4686980609418283,0.44265927977839337
negative,neutral,0,0.05327868852459017,0.6926229508196722,0.25409836065573776
positive,negative,0,0.5714088378710649,0.3056372853728952,0.12295387675603997
negative,negative,1,0.1073231716112901,0.7932394095302208,0.0994374188584892
neutral,neutral,1,0.36087735377437097,0.17788701883019498,0.4612356273954341
neutral,neutral,1,0.10464180305876039,0.07566407298094983,0.8196941239602897
neutral,neutral,1,0.30351206821795057,0.3085706026882497,0.38791732909379967
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.88298755186722,0.0,0.1170124481327801
positive,positive,1,0.7012607599339188,0.1340405182158073,0.16469872185027387
positive,positive,1,0.6956845238095238,0.026041666666666668,0.27827380952380953
positive,positive,1,0.7342571478687949,0.04788633573057359,0.21785651640063147
positive,positive,1,0.8636363636363636,0.0,0.13636363636363635
positive,positive,1,0.891566265060241,0.0,0.10843373493975904
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
neutral,neutral,1,0.3104372775591477,0.15302362772612535,0.5365390947147269
neutral,neutral,1,0.32793487328481435,0.1052843540545983,0.5667807726605875
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.8455136968393059,0.045468127862067935,0.10901817529862622
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.6827982520262303,0.2515833675707113,0.06561838040305842
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
negative,neutral,0,0.09907120743034055,0.7275541795665634,0.17337461300309598
neutral,neutral,1,0.2850990742962505,0.35051715646035136,0.3643837692433982
positive,negative,0,0.754116544588728,0.17341123372028536,0.07247222169098663
positive,positive,1,0.9354573185493633,0.04858051291983409,0.01596216853080263
positive,neutral,0,0.8592069692507861,0.026931956816544058,0.11386107393266996
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
neutral,positive,0,0.3104372775591477,0.15302362772612535,0.5365390947147269
neutral,negative,0,0.10475508930066842,0.3721241835041186,0.5231207271952129
positive,positive,1,0.7586993725042784,0.0,0.24130062749572162
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.7870234064478139,0.06226998380686,0.15070660974532607
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
negative,positive,0,0.36632227659960126,0.42453628179566194,0.20914144160473688
positive,negative,0,0.4233414688262703,0.3061903705347238,0.270468160639006
negative,negative,1,0.31566464631254,0.3880962240710763,0.2962391296163837
negative,negative,1,0.2578161096565532,0.6595102417988604,0.08267364854458648
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.9354573185493633,0.04858051291983409,0.01596216853080263
positive,positive,1,0.49382716049382713,0.48670465337132,0.0194681861348528
positive,positive,1,0.8636363636363636,0.0,0.13636363636363635
positive,positive,1,0.8636363636363636,0.0,0.13636363636363635
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.6260487955766925,0.20898580984417894,0.16496539457912848
positive,neutral,0,0.6245747524603786,0.2977623819869247,0.07766286555269665
positive,neutral,0,0.8704461769485528,0.056787928721686955,0.07276589432976016
neutral,positive,0,0.11347879282218598,0.2515803425774878,0.6349408646003263
positive,neutral,0,0.7353687722097324,0.07136122996591486,0.19326999782435275
positive,positive,1,0.6711018411967778,0.26086018411967776,0.06803797468354429
positive,positive,1,0.6811917637201323,0.2528575274408659,0.0659507088390017
positive,positive,1,0.8250150075492519,0.10601696611022514,0.06896802634052279
positive,positive,1,0.8387015433449276,0.08069743468039188,0.08060102197468054
negative,negative,1,0.049105387908542256,0.6342779271520042,0.31661668493945366
neutral,neutral,1,0.14656875933934263,0.41843880872909384,0.4349924319315635
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.9272746907284531,0.04871551817232816,0.024009791099218875
positive,positive,1,0.6844876468205752,0.06642365330093156,0.24908869987849333
negative,positive,0,0.30078855377611574,0.5504430534102919,0.14876839281359241
positive,positive,1,0.600629569455727,0.06539398862713242,0.33397644191714054
negative,negative,1,0.31336015244547955,0.5405462629684523,0.1460935845860682
negative,negative,1,0.04544475090501638,0.8403292535769695,0.11422599551801414
negative,negative,1,0.047346562067374254,0.8754960775265345,0.07715736040609138
negative,negative,1,0.052401746724890834,0.4873362445414848,0.46026200873362444
negative,negative,1,0.24775403158305898,0.6297081636069416,0.12253780480999944
positive,positive,1,0.6711018411967778,0.26086018411967776,0.06803797468354429
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.9269102990033222,0.0,0.07308970099667773
positive,positive,1,0.9269102990033222,0.0,0.07308970099667773
positive,positive,1,0.7870234064478139,0.06226998380686,0.15070660974532607
neutral,neutral,1,0.2850990742962505,0.35051715646035136,0.3643837692433982
positive,positive,1,0.7440641780423108,0.18050074399948243,0.07543507795820661
positive,positive,1,0.8175101843540702,0.06131326382655527,0.12117655181937444
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.5452679923779742,0.3869305561297548,0.06780145149227085
negative,negative,1,0.31336015244547955,0.5405462629684523,0.1460935845860682
positive,negative,0,0.7966415988461935,0.08004532811373236,0.12331307304007418
positive,negative,0,0.6315023644961805,0.30447435431065845,0.06402328119316114
positive,negative,0,0.6711018411967778,0.26086018411967776,0.06803797468354429
positive,negative,0,0.8566835504408069,0.07170105695220841,0.07161539260698474
negative,positive,0,0.2448979591836735,0.5510204081632654,0.20408163265306123
negative,negative,1,0.3194200600328481,0.48711559155009343,0.19346434841705837
negative,positive,0,0.2578161096565532,0.6595102417988604,0.08267364854458648
negative,neutral,0,0.2578161096565532,0.6595102417988604,0.08267364854458648
positive,positive,1,0.5452679923779742,0.3869305561297548,0.06780145149227085
negative,negative,1,0.43038133721559757,0.4846873813119738,0.08493128147242869
negative,negative,1,0.3439694249400054,0.42289574260065776,0.23313483245933697
negative,negative,1,0.2128804487259478,0.699440411385297,0.08767913988875518
negative,negative,1,0.2578161096565532,0.6595102417988604,0.08267364854458648
positive,positive,1,0.9250709475200137,0.058960565885890985,0.015968486594095475
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
positive,positive,1,0.8724692131079107,0.11211497748755107,0.015415809404538272
positive,positive,1,0.8619812059514487,0.026877344104191563,0.11114144994435972
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.8566835504408069,0.07170105695220841,0.07161539260698474
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
negative,negative,1,0.29955067398901647,0.5481777333999002,0.15227159261108336
negative,negative,1,0.06030150753768845,0.7839195979899498,0.15577889447236182
positive,positive,1,0.750080567193039,0.0,0.24991943280696097
positive,positive,1,0.7815533980582524,0.05097087378640777,0.1674757281553398
positive,positive,1,0.7973758326255085,0.05147749117081676,0.15114667620367472
negative,negative,1,0.08540445376734777,0.8978705073698799,0.01672503886277227
positive,positive,1,0.8636363636363636,0.0,0.13636363636363635
positive,positive,1,0.8175101843540702,0.06131326382655527,0.12117655181937444
negative,negative,1,0.36632227659960126,0.42453628179566194,0.20914144160473688
neutral,neutral,1,0.3490323302382817,0.08233583174851773,0.5686318380132006
neutral,neutral,1,0.13495177284331838,0.0,0.8650482271566816
negative,neutral,0,0.0,0.5112247586661097,0.4887752413338902
negative,negative,1,0.0,0.7949640287769785,0.2050359712230216
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.8373966393132543,0.054631776121766965,0.10797158456497863
neutral,positive,0,0.10475508930066842,0.3721241835041186,0.5231207271952129
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
negative,negative,1,0.048791821561338294,0.6342936802973979,0.31691449814126393
negative,negative,1,0.0,0.8572961373390559,0.1427038626609442
negative,neutral,0,0.05327868852459017,0.6926229508196722,0.25409836065573776
negative,neutral,0,0.05732484076433121,0.7452229299363058,0.19745222929936307
positive,neutral,0,0.810413270861038,0.06254407559223488,0.12704265354672709
positive,positive,1,0.7922561429635145,0.08041697691734921,0.12732688011913626
neutral,neutral,1,0.2850990742962505,0.35051715646035136,0.3643837692433982
positive,positive,1,0.6768905341089371,0.3093601269169752,0.013749338974087784
negative,positive,0,0.29955067398901647,0.5481777333999002,0.15227159261108336
negative,positive,0,0.1023247774608936,0.7514475844784375,0.14622763806066894
negative,positive,0,0.2578161096565532,0.6595102417988604,0.08267364854458648
negative,positive,0,0.10183109532793252,0.7526467650649207,0.14552213960714683
negative,positive,0,0.2578161096565532,0.6595102417988604,0.08267364854458648
negative,positive,0,0.2578161096565532,0.6595102417988604,0.08267364854458648
negative,positive,0,0.2589106881858465,0.6580646658056932,0.08302464600846021
negative,positive,0,0.33033062662180696,0.5698203309226171,0.09984904245557605
positive,positive,1,0.5546401605658033,0.3679824142215426,0.07737742521265412
positive,positive,1,0.5452679923779742,0.3869305561297548,0.06780145149227085
negative,positive,0,0.33033062662180696,0.5698203309226171,0.09984904245557605
negative,positive,0,0.09907120743034055,0.7275541795665634,0.17337461300309598
positive,positive,1,0.8636363636363636,0.0,0.13636363636363635
neutral,negative,0,0.24590163934426226,0.0,0.7540983606557377
positive,negative,0,0.5166188315896675,0.41130806976561995,0.07207309864471237
positive,positive,1,0.8250150075492519,0.10601696611022514,0.06896802634052279
neutral,neutral,1,0.3104372775591477,0.15302362772612535,0.5365390947147269
neutral,neutral,1,0.26802030456852793,0.16243654822335027,0.5695431472081218
positive,positive,1,0.6711018411967778,0.26086018411967776,0.06803797468354429
negative,positive,0,0.31336015244547955,0.5405462629684523,0.1460935845860682
positive,positive,1,0.7970487545744305,0.12296068941093143,0.07999055601463817
negative,negative,1,0.054086713060581756,0.7794336169515284,0.16647966998788996
negative,neutral,0,0.08381629739825211,0.8385259503528296,0.07765775224891817
negative,negative,1,0.047346562067374254,0.8754960775265345,0.07715736040609138
positive,positive,1,0.7870234064478139,0.06226998380686,0.15070660974532607
positive,positive,1,0.7973935448772114,0.05147299130146521,0.15113346382132337
positive,negative,0,0.6273764258555133,0.3593155893536122,0.013307984790874524
positive,positive,1,0.8153068099342746,0.16308449453927185,0.02160869552645352
positive,positive,1,0.8212219885711622,0.16426769809694125,0.014510313331896476
positive,neutral,0,0.6587750900669068,0.0,0.3412249099330931
negative,positive,0,0.36632227659960126,0.42453628179566194,0.20914144160473688
positive,positive,1,0.9267770274437794,0.04922606738133704,0.023996905174883575
positive,positive,1,0.5166188315896675,0.41130806976561995,0.07207309864471237
positive,positive,1,0.6722689075630253,0.3072478991596639,0.020483193277310928
neutral,neutral,1,0.11116305693326839,0.10311836202362397,0.7857185810431078
positive,neutral,0,0.7459927261386619,0.17914062034204575,0.07486665351929223
positive,positive,1,0.5452679923779742,0.3869305561297548,0.06780145149227085
positive,positive,1,0.8198310905261007,0.1091577106258803,0.0710111988480189
positive,positive,1,0.8657957420366618,0.11125741592815612,0.022946842035182203
positive,positive,1,0.7615433270082227,0.23845667299177734,0.0
neutral,positive,0,0.3478591468886347,0.0688957478558045,0.5832451052555608
positive,positive,1,0.6558477561248041,0.048273376959135014,0.295878866916061
neutral,neutral,1,0.3410875906948912,0.10322387613134865,0.5556885331737602
neutral,neutral,1,0.31379791261168755,0.07852993915615566,0.6076721482321569
positive,neutral,0,0.7966415988461935,0.08004532811373236,0.12331307304007418
neutral,neutral,1,0.05378868729989327,0.4168623265741729,0.5293489861259337
neutral,negative,0,0.05441801603011325,0.34000713891683165,0.6055748450530551
negative,negative,1,0.1073231716112901,0.7932394095302208,0.0994374188584892
negative,negative,1,0.08038791224205845,0.8451308142290092,0.07448127352893229
positive,neutral,0,0.4358832278573303,0.31526145411064777,0.24885531803202193
positive,positive,1,0.9950450487532209,0.0,0.004954951246779054
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.9756097560975611,0.0,0.02439024390243903
negative,positive,0,0.36632227659960126,0.42453628179566194,0.20914144160473688
positive,neutral,0,0.7595561035758323,0.11837237977805179,0.1220715166461159
positive,neutral,0,0.6711018411967778,0.26086018411967776,0.06803797468354429
positive,neutral,0,0.7208171206225681,0.08973735408560311,0.1894455252918288
neutral,neutral,1,0.2449145646867372,0.3702196908055329,0.3848657445077298
neutral,negative,0,0.3104372775591477,0.15302362772612535,0.5365390947147269
neutral,positive,0,0.3104372775591477,0.15302362772612535,0.5365390947147269
positive,positive,1,0.7911178166847136,0.04818637680120402,0.16069580651408244
positive,positive,1,0.7586993725042784,0.0,0.24130062749572162
positive,positive,1,0.5429864253393666,0.04872955099199444,0.4082840236686391
positive,positive,1,0.602891731562722,0.06564028319972832,0.3314679852375496
neutral,positive,0,0.3311432325886991,0.06438896189224705,0.6044678055190539
neutral,negative,0,0.25527192008879024,0.05265754100382292,0.6920705389073869
negative,negative,1,0.05732484076433121,0.7452229299363058,0.19745222929936307
neutral,neutral,1,0.11427049344076713,0.16274888459745623,0.7229806219617766
neutral,negative,0,0.19798870774773825,0.056707869149149825,0.7453034231031118
positive,positive,1,0.8724692131079107,0.11211497748755107,0.015415809404538272
positive,positive,1,0.8212219885711622,0.16426769809694125,0.014510313331896476
positive,positive,1,0.747283762682852,0.23951235128478188,0.01320388603236618
positive,neutral,0,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.7991199032270525,0.05103440296393801,0.14984569380900944
positive,positive,1,0.7869131645281919,0.04972026161008855,0.1633665738617195
positive,neutral,0,0.5987334484743811,0.0,0.4012665515256189
neutral,positive,0,0.3311432325886991,0.06438896189224705,0.6044678055190539
neutral,positive,0,0.3490323302382817,0.08233583174851773,0.5686318380132006
positive,positive,1,0.8387015433449276,0.08069743468039188,0.08060102197468054
negative,positive,0,0.1111229832247035,0.5875627738006198,0.30131424297467685
neutral,negative,0,0.2711022840119166,0.08341608738828203,0.6454816285998013
positive,negative,0,0.8663594470046083,0.0,0.13364055299539168
neutral,neutral,1,0.132927997334777,0.12330820805397076,0.7437637946112522
positive,negative,0,0.6029679327833443,0.06501109872553427,0.33202096849112145
positive,negative,0,0.7353687722097324,0.07136122996591486,0.19326999782435275
positive,positive,1,0.632768361581921,0.0,0.3672316384180791
positive,positive,1,0.8212219885711622,0.16426769809694125,0.014510313331896476
positive,positive,1,0.8566835504408069,0.07170105695220841,0.07161539260698474
negative,positive,0,0.2899006696930199,0.35642051328149577,0.3536788170254843
positive,positive,1,0.7353687722097324,0.07136122996591486,0.19326999782435275
negative,negative,1,0.04544475090501638,0.8403292535769695,0.11422599551801414
neutral,neutral,1,0.10475508930066842,0.3721241835041186,0.5231207271952129
neutral,positive,0,0.23510971786833854,0.0,0.7648902821316614
negative,positive,0,0.37906336088154274,0.4393021120293848,0.18163452708907257
positive,positive,1,0.8250150075492519,0.10601696611022514,0.06896802634052279
negative,positive,0,0.37906336088154274,0.4393021120293848,0.18163452708907257
positive,positive,1,0.6844876468205752,0.06642365330093156,0.24908869987849333
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,1.0,0.0,0.0
positive,positive,1,0.9756097560975611,0.0,0.02439024390243903
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.9269102990033222,0.0,0.07308970099667773
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
positive,positive,1,0.7870234064478139,0.06226998380686,0.15070660974532607
negative,positive,0,0.3439694249400054,0.42289574260065776,0.23313483245933697
positive,positive,1,0.7288522748167064,0.0576674327327504,0.2134802924505432
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,neutral,0,0.6690538326151605,0.19906536384050494,0.1318808035443345
negative,negative,1,0.1019108280254777,0.7484076433121019,0.14968152866242038
positive,positive,1,0.46690869458686574,0.4536063259547205,0.07948497945841378
positive,positive,1,0.9244970414201183,0.0,0.07550295857988165
positive,positive,1,0.947232264269842,0.028523100394680118,0.0242446353354781
positive,positive,1,0.947232264269842,0.028523100394680118,0.0242446353354781
positive,positive,1,0.9269102990033222,0.0,0.07308970099667773
neutral,positive,0,0.36087735377437097,0.17788701883019498,0.4612356273954341
positive,positive,1,0.5429864253393666,0.04872955099199444,0.4082840236686391
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.9253000631711938,0.0,0.07469993682880606
positive,positive,1,0.8816744729242675,0.04631985455580391,0.07200567251992865
positive,positive,1,0.8704461769485528,0.056787928721686955,0.07276589432976016
positive,positive,1,0.9354573185493633,0.04858051291983409,0.01596216853080263
positive,positive,1,0.8663594470046083,0.0,0.13364055299539168
positive,positive,1,0.8663594470046083,0.0,0.13364055299539168
positive,positive,1,0.8034386617100372,0.0,0.19656133828996283
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
neutral,neutral,1,0.11196641007697691,0.3289013296011197,0.5591322603219034
positive,negative,0,0.6460114676591893,0.09023237098883412,0.2637561613519767
positive,negative,0,0.6942672051925918,0.13717843776561517,0.16855435704179308
neutral,neutral,1,0.11427049344076713,0.16274888459745623,0.7229806219617766
negative,negative,1,0.04430808924466203,0.8193109835767329,0.1363809271786051
negative,negative,1,0.05973056688631645,0.7901358460751045,0.1501335870385792
negative,negative,1,0.05855481727574751,0.7612126245847176,0.1802325581395349
negative,negative,1,0.21558245083207261,0.7844175491679274,0.0
negative,neutral,0,0.21247778923694383,0.7731209383814412,0.014401272381615081
negative,positive,0,0.047346562067374254,0.8754960775265345,0.07715736040609138
negative,negative,1,0.1014211225846028,0.7496166036192619,0.14896227379613536
negative,negative,1,0.09907120743034055,0.7275541795665634,0.17337461300309598
positive,neutral,0,0.47539015606242496,0.22088835534213686,0.3037214885954381
positive,positive,1,0.600629569455727,0.06539398862713242,0.33397644191714054
positive,positive,1,0.87921994637904,0.04728070649864403,0.07349934712231605
positive,positive,1,0.9836065573770493,0.0,0.01639344262295082
positive,positive,1,0.9250709475200137,0.058960565885890985,0.015968486594095475
positive,positive,1,0.9279710954885683,0.048249026945456686,0.02377987756597508
positive,positive,1,0.8663594470046083,0.0,0.13364055299539168
positive,positive,1,0.88298755186722,0.0,0.1170124481327801
positive,positive,1,0.7887201633534395,0.061773886919989675,0.14950594972657075
positive,positive,1,0.8109557967016124,0.06351541904236406,0.12552878425602354
positive,positive,1,0.8250150075492519,0.10601696611022514,0.06896802634052279
positive,positive,1,0.8566835504408069,0.07170105695220841,0.07161539260698474
positive,neutral,0,0.8704461769485528,0.056787928721686955,0.07276589432976016
negative,positive,0,0.09045444661883018,0.6642748423570342,0.2452707110241357
negative,negative,1,0.29707777247245987,0.6131245256929734,0.08979770183456671
neutral,neutral,1,0.3357293504928335,0.08401842207205269,0.5802522274351138
positive,positive,1,0.8212219885711622,0.16426769809694125,0.014510313331896476
neutral,positive,0,0.12179183362775935,0.2700101971936174,0.6081979691786232
neutral,neutral,1,0.32793487328481435,0.1052843540545983,0.5667807726605875
neutral,positive,0,0.3490323302382817,0.08233583174851773,0.5686318380132006
